arquivo_origem;data_extracao;numero_ata;uasg_gerenciadora;numero_item;codigo_pdm;descricao_item;fornecedor_cnpj;fornecedor_nome;codigo_unidade;nome_unidade;tipo_unidade;sigla_unidade;aceita_adesao;quantidade_registrada;saldo_adesoes;saldo_remanejamento_empenho;qtd_limite_adesao;qtd_limite_informado_compra;quantidade_empenhada;data_inclusao;data_atualizacao;data_exclusao
atas_unidades_RT_00011_2024_00191_p1.json;2026-02-20 11:13:19;00011/2024;158132;00191;19720;FARINHA DE TRIGO, GRUPO INDUSTRIAL, TIPO TIPO 1, ESPECIAL, INGREDIENTE ADICIONAL SEM FERMENTO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;456,00;0,00;0,00;0,00;0,00;;27/03/2024;08/08/2025;
atas_unidades_RT_00011_2024_00192_p1.json;2026-02-20 11:29:23;00011/2024;158132;00192;19792;LEGUMINOSA, VARIEDADE FEIJÃO CARIOCA, TIPO TIPO 1;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00192_p1.json;2026-02-20 11:29:23;00011/2024;158132;00192;19792;LEGUMINOSA, VARIEDADE FEIJÃO CARIOCA, TIPO TIPO 1;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;2688,00;0,00;0,00;0,00;;;27/03/2024;11/07/2024;
atas_unidades_RT_00011_2024_00195_p1.json;2026-02-20 11:13:28;00011/2024;158132;00195;19694;FARINHA DE MILHO, GRÃO AMARELO, TIPO FUBÁ, CARACTERÍSTICA ADICIONAL NÃO TRANSGÊNICO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00195_p1.json;2026-02-20 11:13:28;00011/2024;158132;00195;19694;FARINHA DE MILHO, GRÃO AMARELO, TIPO FUBÁ, CARACTERÍSTICA ADICIONAL NÃO TRANSGÊNICO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;173,00;0,00;0,00;0,00;;;27/03/2024;11/07/2024;
atas_unidades_RT_00011_2024_00200_p1.json;2026-02-20 11:29:23;00011/2024;158132;00200;08753;LEITE FLUIDO, ORIGEM DE VACA, TIPO A, TEOR GORDURA INTEGRAL, PROCESSAMENTO UHT;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00200_p1.json;2026-02-20 11:29:23;00011/2024;158132;00200;08753;LEITE FLUIDO, ORIGEM DE VACA, TIPO A, TEOR GORDURA INTEGRAL, PROCESSAMENTO UHT;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;1482,00;0,00;0,00;0,00;;;27/03/2024;11/07/2024;
atas_unidades_RT_00011_2024_00204_p1.json;2026-02-20 11:29:24;00011/2024;158132;00204;19691;MACARRÃO, TEOR DE UMIDADE MASSA SECA, BASE DA MASSA DE SÊMOLA/SEMOLINA, INGREDIENTES ADICIONAIS COM OVOS, APRESENTAÇÃO ESPAGUETE;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;0,00;;27/03/2024;03/07/2025;
atas_unidades_RT_00011_2024_00204_p1.json;2026-02-20 11:29:24;00011/2024;158132;00204;19691;MACARRÃO, TEOR DE UMIDADE MASSA SECA, BASE DA MASSA DE SÊMOLA/SEMOLINA, INGREDIENTES ADICIONAIS COM OVOS, APRESENTAÇÃO ESPAGUETE;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;1550,00;0,00;0,00;0,00;0,00;;27/03/2024;08/08/2025;
atas_unidades_RT_00011_2024_00223_p1.json;2026-02-20 11:29:23;00011/2024;158132;00223;09382;PEIXE IN NATURA, VARIEDADE TILÁPIA, TIPO CORTE FILÉ, APRESENTAÇÃO SEM PELE, ESTADO DE CONSERVAÇÃO CONGELADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00223_p1.json;2026-02-20 11:29:23;00011/2024;158132;00223;09382;PEIXE IN NATURA, VARIEDADE TILÁPIA, TIPO CORTE FILÉ, APRESENTAÇÃO SEM PELE, ESTADO DE CONSERVAÇÃO CONGELADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;738,00;0,00;0,00;0,00;;;27/03/2024;11/07/2024;
atas_unidades_RT_00011_2024_00232_p1.json;2026-02-20 11:13:20;00011/2024;158132;00232;00852;SAL, TIPO REFINADO, APLICAÇÃO ALIMENTÍCIA, TEOR MÁXIMO SÓDIO 390 MG/G, ADITIVOS IODATO DE POTASSIO E ANTIUMECTANTE FERROCIANETO D E;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00232_p1.json;2026-02-20 11:13:20;00011/2024;158132;00232;00852;SAL, TIPO REFINADO, APLICAÇÃO ALIMENTÍCIA, TEOR MÁXIMO SÓDIO 390 MG/G, ADITIVOS IODATO DE POTASSIO E ANTIUMECTANTE FERROCIANETO D E;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;369,00;0,00;0,00;0,00;;;27/03/2024;11/07/2024;
atas_unidades_RT_00011_2024_00236_p1.json;2026-02-20 11:13:21;00011/2024;158132;00236;00948;SUCO, APRESENTAÇÃO CONCENTRADO, SABOR CAJÚ, TIPO INDUSTRIALIZADO, CARACTERÍSTICAS ADICIONAIS SEM AÇUCAR E SEM GLÚTEN;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00236_p1.json;2026-02-20 11:13:21;00011/2024;158132;00236;00948;SUCO, APRESENTAÇÃO CONCENTRADO, SABOR CAJÚ, TIPO INDUSTRIALIZADO, CARACTERÍSTICAS ADICIONAIS SEM AÇUCAR E SEM GLÚTEN;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;200,00;0,00;0,00;0,00;;;27/03/2024;11/07/2024;
atas_unidades_RT_00011_2024_00243_p1.json;2026-02-20 11:13:22;00011/2024;158132;00243;00853;VINAGRE, MATÉRIA-PRIMA FERMENTADO ACÉTICO DE ÁLCOOL E VINHO TINTO, TIPO AGRIN, ASPECTO FÍSICO LÍQUIDO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;0,00;;27/03/2024;03/07/2025;
atas_unidades_RT_00011_2024_00243_p1.json;2026-02-20 11:13:22;00011/2024;158132;00243;00853;VINAGRE, MATÉRIA-PRIMA FERMENTADO ACÉTICO DE ÁLCOOL E VINHO TINTO, TIPO AGRIN, ASPECTO FÍSICO LÍQUIDO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158450;INST. FED. DO MS/CAMPUS CORUMBA;PARTICIPANTE;CB;Não;492,00;0,00;0,00;0,00;0,00;;27/03/2024;08/08/2025;
atas_unidades_RT_00011_2024_00247_p1.json;2026-02-20 11:13:21;00011/2024;158132;00247;19777;AÇÚCAR, TIPO CRISTAL;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00247_p1.json;2026-02-20 11:13:21;00011/2024;158132;00247;19777;AÇÚCAR, TIPO CRISTAL;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;36,00;0,00;6,00;0,00;;;27/03/2024;27/12/2024;
atas_unidades_RT_00011_2024_00249_p1.json;2026-02-20 11:13:21;00011/2024;158132;00249;19774;CONDIMENTO, TIPO ALHO, APRESENTAÇÃO NATURAL, ADICIONAL CABEÇA;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00249_p1.json;2026-02-20 11:13:21;00011/2024;158132;00249;19774;CONDIMENTO, TIPO ALHO, APRESENTAÇÃO NATURAL, ADICIONAL CABEÇA;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;288,00;0,00;192,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00258_p1.json;2026-02-20 11:29:23;00011/2024;158132;00258;04548;CARNE BOVINA IN NATURA, TIPO CORTE ACÉM, APRESENTAÇÃO PEÇA INTEIRA, PROCESSAMENTO SEM OSSO, ESTADO DE CONSERVAÇÃO CONGELADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00258_p1.json;2026-02-20 11:29:23;00011/2024;158132;00258;04548;CARNE BOVINA IN NATURA, TIPO CORTE ACÉM, APRESENTAÇÃO PEÇA INTEIRA, PROCESSAMENTO SEM OSSO, ESTADO DE CONSERVAÇÃO CONGELADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;1680,00;0,00;1120,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00259_p1.json;2026-02-20 11:29:24;00011/2024;158132;00259;04548;CARNE BOVINA IN NATURA, TIPO CORTE ACÉM, APRESENTAÇÃO MOIDA, ESTADO DE CONSERVAÇÃO CONGELADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00259_p1.json;2026-02-20 11:29:24;00011/2024;158132;00259;04548;CARNE BOVINA IN NATURA, TIPO CORTE ACÉM, APRESENTAÇÃO MOIDA, ESTADO DE CONSERVAÇÃO CONGELADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;1440,00;0,00;924,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00263_p1.json;2026-02-20 11:29:25;00011/2024;158132;00263;03267;CARNE SALGADA, TIPO CORTE MÚSCULO DIANTEIRO- CHARQUE, ORIGEM BOVINA, APRESENTAÇÃO CORTADA, ESTADO DE CONSERVAÇÃO SECO(A);40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00263_p1.json;2026-02-20 11:29:25;00011/2024;158132;00263;03267;CARNE SALGADA, TIPO CORTE MÚSCULO DIANTEIRO- CHARQUE, ORIGEM BOVINA, APRESENTAÇÃO CORTADA, ESTADO DE CONSERVAÇÃO SECO(A);40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;384,00;0,00;256,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00266_p1.json;2026-02-20 11:29:24;00011/2024;158132;00266;04550;CARNE DE AVE IN NATURA, TIPO ANIMAL FRANGO, TIPO CORTE COXA E SOBRECOXA, APRESENTAÇÃO INTEIRO, ESTADO DE CONSERVAÇÃO CONGELADO(A), PROCESSAMENTO COM PELE, COM OSSO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00266_p1.json;2026-02-20 11:29:24;00011/2024;158132;00266;04550;CARNE DE AVE IN NATURA, TIPO ANIMAL FRANGO, TIPO CORTE COXA E SOBRECOXA, APRESENTAÇÃO INTEIRO, ESTADO DE CONSERVAÇÃO CONGELADO(A), PROCESSAMENTO COM PELE, COM OSSO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;1728,00;0,00;1152,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00270_p1.json;2026-02-20 11:29:24;00011/2024;158132;00270;19692;FARINHA DE MANDIOCA, GRUPO SECA, SUBGRUPO BRANCA, CLASSE FINA, ASPECTO FÍSICO TIPO 1, ACIDEZ BAIXA ACIDEZ;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00270_p1.json;2026-02-20 11:29:24;00011/2024;158132;00270;19692;FARINHA DE MANDIOCA, GRUPO SECA, SUBGRUPO BRANCA, CLASSE FINA, ASPECTO FÍSICO TIPO 1, ACIDEZ BAIXA ACIDEZ;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;245,00;0,00;163,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00271_p1.json;2026-02-20 11:29:24;00011/2024;158132;00271;19720;FARINHA DE TRIGO, GRUPO INDUSTRIAL, TIPO TIPO 1, ESPECIAL, INGREDIENTE ADICIONAL SEM FERMENTO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00271_p1.json;2026-02-20 11:29:24;00011/2024;158132;00271;19720;FARINHA DE TRIGO, GRUPO INDUSTRIAL, TIPO TIPO 1, ESPECIAL, INGREDIENTE ADICIONAL SEM FERMENTO;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;79,00;0,00;53,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00272_p1.json;2026-02-20 11:29:24;00011/2024;158132;00272;19792;LEGUMINOSA, VARIEDADE FEIJÃO CARIOCA, TIPO TIPO 1;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00272_p1.json;2026-02-20 11:29:24;00011/2024;158132;00272;19792;LEGUMINOSA, VARIEDADE FEIJÃO CARIOCA, TIPO TIPO 1;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;2400,00;0,00;1620,00;0,00;;;27/03/2024;19/12/2024;
atas_unidades_RT_00011_2024_00273_p1.json;2026-02-20 11:29:25;00011/2024;158132;00273;07795;FÓSFORO, MATERIAL CORPO MADEIRA, COR CABEÇA VERMELHA, TIPO LONGO;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00273_p1.json;2026-02-20 11:29:25;00011/2024;158132;00273;07795;FÓSFORO, MATERIAL CORPO MADEIRA, COR CABEÇA VERMELHA, TIPO LONGO;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;20,00;0,00;3,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00274_p1.json;2026-02-20 11:29:26;00011/2024;158132;00274;19789;FRUTA, TIPO GOIABA VERMELHA, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00274_p1.json;2026-02-20 11:29:26;00011/2024;158132;00274;19789;FRUTA, TIPO GOIABA VERMELHA, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;250,00;0,00;249,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00277_p1.json;2026-02-20 11:13:30;00011/2024;158132;00277;08753;LEITE FLUIDO, ORIGEM DE VACA, TIPO A, TEOR GORDURA INTEGRAL, PROCESSAMENTO UHT;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00277_p1.json;2026-02-20 11:13:30;00011/2024;158132;00277;08753;LEITE FLUIDO, ORIGEM DE VACA, TIPO A, TEOR GORDURA INTEGRAL, PROCESSAMENTO UHT;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;29,00;0,00;14,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00278_p1.json;2026-02-20 11:13:23;00011/2024;158132;00278;09806;EMBUTIDO, TIPO LINGUIÇA CALABRESA, TAMANHO GROSSA, TIPO PREPARAÇÃO DEFUMADA, ESTADO DE CONSERVAÇÃO RESFRIADO(A);40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00278_p1.json;2026-02-20 11:13:23;00011/2024;158132;00278;09806;EMBUTIDO, TIPO LINGUIÇA CALABRESA, TAMANHO GROSSA, TIPO PREPARAÇÃO DEFUMADA, ESTADO DE CONSERVAÇÃO RESFRIADO(A);40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;288,00;0,00;192,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00279_p1.json;2026-02-20 11:13:24;00011/2024;158132;00279;09806;EMBUTIDO, TIPO LINGUIÇA TOSCANA, TAMANHO GROSSA, TIPO PREPARAÇÃO FRESCA, ESTADO DE CONSERVAÇÃO RESFRIADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00279_p1.json;2026-02-20 11:13:24;00011/2024;158132;00279;09806;EMBUTIDO, TIPO LINGUIÇA TOSCANA, TAMANHO GROSSA, TIPO PREPARAÇÃO FRESCA, ESTADO DE CONSERVAÇÃO RESFRIADO(A);10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;720,00;0,00;480,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00280_p1.json;2026-02-20 11:13:25;00011/2024;158132;00280;19789;FRUTA, TIPO MAÇÃ FUJI, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00280_p1.json;2026-02-20 11:13:25;00011/2024;158132;00280;19789;FRUTA, TIPO MAÇÃ FUJI, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;760,00;0,00;507,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00281_p1.json;2026-02-20 11:13:22;00011/2024;158132;00281;19691;MACARRÃO, TEOR DE UMIDADE MASSA SECA, BASE DA MASSA DE SÊMOLA/SEMOLINA, INGREDIENTES ADICIONAIS COM OVOS, APRESENTAÇÃO ESPAGUETE;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00281_p1.json;2026-02-20 11:13:22;00011/2024;158132;00281;19691;MACARRÃO, TEOR DE UMIDADE MASSA SECA, BASE DA MASSA DE SÊMOLA/SEMOLINA, INGREDIENTES ADICIONAIS COM OVOS, APRESENTAÇÃO ESPAGUETE;10144274000108;ZELLITEC COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;672,00;0,00;392,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00282_p1.json;2026-02-20 11:29:25;00011/2024;158132;00282;19789;FRUTA, TIPO MAMÃO FORMOSA, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00282_p1.json;2026-02-20 11:29:25;00011/2024;158132;00282;19789;FRUTA, TIPO MAMÃO FORMOSA, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;400,00;0,00;267,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00283_p1.json;2026-02-20 11:29:26;00011/2024;158132;00283;19772;LEGUME IN NATURA, TIPO MANDIOCA/ AIPIM;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00283_p1.json;2026-02-20 11:29:26;00011/2024;158132;00283;19772;LEGUME IN NATURA, TIPO MANDIOCA/ AIPIM;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;360,00;0,00;240,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00287_p1.json;2026-02-20 11:29:25;00011/2024;158132;00287;19789;FRUTA, TIPO MELANCIA VERMELHA, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00287_p1.json;2026-02-20 11:29:25;00011/2024;158132;00287;19789;FRUTA, TIPO MELANCIA VERMELHA, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;700,00;0,00;467,00;0,00;;;27/03/2024;03/10/2024;
atas_unidades_RT_00011_2024_00288_p1.json;2026-02-20 11:29:26;00011/2024;158132;00288;19789;FRUTA, TIPO MELÃO AMARELO, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;RT;Não;0,00;0,00;0,00;0,00;;;27/03/2024;27/03/2024;
atas_unidades_RT_00011_2024_00288_p1.json;2026-02-20 11:29:26;00011/2024;158132;00288;19789;FRUTA, TIPO MELÃO AMARELO, APRESENTAÇÃO NATURAL;40572454000151;V4 COMERCIO DE ALIMENTOS LTDA;158451;INST. FED. DO MS/CAMPUS COXIM;PARTICIPANTE;CX;Não;450,00;0,00;300,00;0,00;;;27/03/2024;03/10/2024;
