arquivo_origem;data_extracao;numero_ata;numero_item;codigo_unidade;nome_unidade;tipo_participacao;quantidade_registrada;quantidade_empenhada;saldo_empenho;data_inclusao;data_atualizacao
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;190,00;0,50;189,50;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;34,00;0,00;34,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;80,00;5,00;75,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;155570;CAMPUS FREDERICO WESTPHALEN;PARTICIPANTE;30,00;0,00;30,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;1040,00;1,00;1039,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;750,00;124,00;626,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;720,00;100,00;620,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;360,00;1,00;359,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;790,00;9,00;781,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;2020,00;1,00;2019,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;294,00;294,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;240,00;134,00;106,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;NÃO PARTICIPANTE;498,00;498,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;620,00;0,00;620,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;400,00;1,00;399,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158266;INST.FED.FARROUPILHA/CAMPUS SANTO AUGUSTO;PARTICIPANTE;30,00;0,00;30,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158267;INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE;PARTICIPANTE;40,00;0,00;40,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158268;INST.FED.FARROUPILHA/CAMPUS SAO VICENTE SUL;PARTICIPANTE;50,00;50,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;32,00;0,00;32,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;30,00;30,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;140,00;50,00;90,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;70,00;1,00;69,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;260,00;0,00;260,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;68,00;0,00;68,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158457;INST.FED.DO MARANHAO/CAMPUS TIMON;PARTICIPANTE;60,00;8,00;52,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;78,00;6,00;72,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;90,00;0,00;90,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;40,00;6,00;34,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;160155;COMANDO DE FRONTEIRA JAURU / 66º BI MTZ;NÃO PARTICIPANTE;130,00;130,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;160354;10 BATALHAO LOGISTICO;NÃO PARTICIPANTE;3,00;3,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;160380;COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA;NÃO PARTICIPANTE;51,00;3,00;48,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;160421;9 BATALHAO LOGISTICO;NÃO PARTICIPANTE;7,00;4,00;3,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;160422;COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA;NÃO PARTICIPANTE;39,00;19,00;20,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;160423;HOSPITAL DE GUARNICAO DE SANTIAGO;NÃO PARTICIPANTE;2,00;0,00;2,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;193101;IBAMA - SUPERINTENDENCIA DE ALAGOAS/AL;NÃO PARTICIPANTE;88,00;0,00;88,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;193115;IBAMA - SUPERINTENDENCIA DA PARAIBA/PB;NÃO PARTICIPANTE;70,00;0,00;70,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00001;193122;IBAMA - SUPERINTENDENCIA DE RORAIMA/RR;NÃO PARTICIPANTE;350,00;0,00;350,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;20,00;0,50;19,50;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;2,00;0,00;2,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;15,00;0,00;15,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;120,00;1,00;119,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;61,00;25,00;36,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;120,00;0,00;120,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;30,00;1,00;29,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158128;INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO;PARTICIPANTE;106,00;0,00;106,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;33,00;0,00;33,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;20,00;1,00;19,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;5,00;0,00;5,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;NÃO PARTICIPANTE;249,00;249,00;0,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;60,00;0,00;60,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;50,00;1,00;49,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;2,00;0,00;2,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;5,00;5,00;0,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;50,00;50,00;0,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;10,00;1,00;9,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;20,00;0,00;20,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;4,00;0,00;4,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;16,00;6,00;10,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;10,00;0,00;10,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;6,00;0,00;6,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00002;160155;COMANDO DE FRONTEIRA JAURU / 66º BI MTZ;NÃO PARTICIPANTE;50,00;50,00;0,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;20,00;1,00;19,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;2,00;0,00;2,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;15,00;0,00;15,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;120,00;0,00;120,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;61,00;0,00;61,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;120,00;0,00;120,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;30,00;2,00;28,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158128;INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO;PARTICIPANTE;106,00;109,00;-3,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;33,00;5,00;28,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;20,00;1,00;19,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;3,00;3,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;5,00;0,00;5,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158144;INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO;NÃO PARTICIPANTE;249,00;59,11;189,89;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;60,00;7,37;52,63;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;50,00;0,00;50,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;2,00;0,00;2,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158283;INST.FED.DO MARANHAO/CAMPUS BURITICUPU;NÃO PARTICIPANTE;10,00;0,00;10,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;5,00;5,00;0,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;10,00;1,00;9,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;10,00;1,00;9,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;20,00;0,00;20,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;4,00;0,00;4,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;16,00;0,00;16,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;10,00;0,00;10,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;6,00;0,00;6,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00003;160224;PARQUE REGIONAL DE MANUTENCAO/5;NÃO PARTICIPANTE;12,00;10,13;1,87;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;153164;UNIVERSIDADE FEDERAL DE SANTA MARIA;NÃO PARTICIPANTE;150,00;1,00;149,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;154628;INST.FEDERAL FARROUPILHA CAMPUS JAGUARI;PARTICIPANTE;30,00;0,00;30,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;20,00;6,00;14,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;155570;CAMPUS FREDERICO WESTPHALEN;PARTICIPANTE;30,00;0,00;30,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;400,00;155,32;244,68;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;474,00;87,00;387,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158125;INSTITUTO FEDERAL CATARINENSE - REITORIA;PARTICIPANTE;500,00;250,00;250,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158127;INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA;PARTICIPANTE;300,00;53,00;247,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158128;INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO;PARTICIPANTE;495,00;0,00;495,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;GERENCIADORA;421,00;19,91;401,09;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158135;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;PARTICIPANTE;1980,00;10,00;1970,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158139;INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE;PARTICIPANTE;210,00;218,00;-8,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158141;INST.FED.DE EDUC.,CIENC.E TEC.DO RS;PARTICIPANTE;230,00;212,64;17,36;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158146;INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI;PARTICIPANTE;300,00;259,64;40,36;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158153;INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS;PARTICIPANTE;225,00;101,93;123,07;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158266;INST.FED.FARROUPILHA/CAMPUS SANTO AUGUSTO;PARTICIPANTE;30,00;0,00;30,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158267;INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE;PARTICIPANTE;40,00;0,00;40,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158268;INST.FED.FARROUPILHA/CAMPUS SAO VICENTE SUL;PARTICIPANTE;50,00;15,00;35,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158269;INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS;PARTICIPANTE;28,00;0,00;28,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158283;INST.FED.DO MARANHAO/CAMPUS BURITICUPU;NÃO PARTICIPANTE;40,00;20,00;20,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158284;INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA;PARTICIPANTE;20,00;4,92;15,08;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158292;INST.FED.DO MARANHAO/CAMPUS ALCANTARA;NÃO PARTICIPANTE;40,00;8,00;32,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158296;INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS;PARTICIPANTE;30,00;1,00;29,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158308;INST.FED.DO PARA/CAMPUS CASTANHAL;NÃO PARTICIPANTE;200,00;0,00;200,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158338;INST.FED.SUL-RIO-GRANDENSE/CAMPUS PASSO FUNDO;PARTICIPANTE;30,00;0,00;30,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158457;INST.FED.DO MARANHAO/CAMPUS TIMON;PARTICIPANTE;40,00;14,24;25,76;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158503;INSTITUTO FEDERAL FARROUPILH CAMPUS SAO BORJA;PARTICIPANTE;46,00;4,00;42,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158504;CAMPUS DE SANTA ROSA;PARTICIPANTE;30,00;0,00;30,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;158505;INST.FED.FARROUPILHA CAMPUS PANAMBI;PARTICIPANTE;28,00;9,00;19,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;160155;COMANDO DE FRONTEIRA JAURU / 66º BI MTZ;NÃO PARTICIPANTE;30,00;10,33;19,67;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;160354;10 BATALHAO LOGISTICO;NÃO PARTICIPANTE;3,00;2,01;0,99;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;160380;COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA;NÃO PARTICIPANTE;27,00;1,87;25,13;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;160421;9 BATALHAO LOGISTICO;NÃO PARTICIPANTE;7,00;4,98;2,02;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;160422;COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA;NÃO PARTICIPANTE;20,00;10,84;9,16;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;160423;HOSPITAL DE GUARNICAO DE SANTIAGO;NÃO PARTICIPANTE;2,00;0,00;2,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;193101;IBAMA - SUPERINTENDENCIA DE ALAGOAS/AL;NÃO PARTICIPANTE;88,00;4,71;83,29;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;193115;IBAMA - SUPERINTENDENCIA DA PARAIBA/PB;NÃO PARTICIPANTE;70,00;2,23;67,77;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00004;193122;IBAMA - SUPERINTENDENCIA DE RORAIMA/RR;NÃO PARTICIPANTE;200,00;0,00;200,00;;29/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00005;154773;INST.FED.SUL-RIO-GRANDENSE/SANT.DO LIVRAMENTO;PARTICIPANTE;20,00;10,00;10,00;;20/11/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00005;158122;INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS;PARTICIPANTE;400,00;1,00;399,00;;27/05/2025
atas_saldos_RT_00001_2023_p1.json;2026-03-20 12:03:47;00001/2023;00005;158123;INSTITUTO FED CIENCIA TECNOL SUDESTE MG;NÃO PARTICIPANTE;88,00;1,00;87,00;;20/11/2025
