modulo;arquivo_origem;data_extracao;id_compra;numero_processo;numero_compra;numero_controle_pncp;uasg_codigo;uasg_nome;uasg_sigla;modalidade_codigo;modalidade_nome;lei_14133;amparo_legal;modo_disputa;situacao;objeto;responsavel_declaracao;cargo_declaracao;responsavel_ratificacao;cargo_ratificacao;valor_estimado;valor_homologado;data_publicacao;data_abertura_proposta;data_encerramento_proposta;data_alteracao
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844806000022016;23347.001002.2016-76;00002/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;A importância é inferior ao limite estabelecido pelo artigo 24, II da Lei 8666/93, sendo dispensa a licitação.;SHERON LYS BARBOSA GREFFE RODRIGUES;Coordenação de Materiais;;;387,20;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844806000012016;23347.000404.2016-53;00001/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;A importância é inferior ao limite estabelecido pelo artigo 24, inciso II, da Lei 8666/93, enquadrando-se como dispensa.;SHERON LYS BARBOSA GREFFE RODRIGUES;Coordenação de Materiais;;;3480,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844806000032016;23347.003163.2016-02;00003/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso IV da Lei nº 8.666 de 21/06/1993.;;;Justifica-se pela situação de urgência, tendo em vista o risco de algum dano ao patrimônio decorrente do destelhamento.;SHERON LYS BARBOSA GREFFE RODRIGUES;Coordenação de Materiais;;;3282,20;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844807000022016;23347.001973.2016-16;00002/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Inciso I da Lei nº 8.666 de 21/06/1993.;;;Tendo em vista tratar-se de gênero fornecido exclusivamente por uma empresa, a despesa poderá ser inexigível de licitação;SHERON LYS BARBOSA GREFFE RODRIGUES;Coordenação de Materiais;;;8000,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844807000032016;23347.004429.2016;00003/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Inciso I da Lei nº 8.666 de 21/06/1993.;;;Valor de pequeno vulto. Trata-se de empresa pública criada pelo poder executivo federal especificamente para o objeto.;ALESSANDRA DE MELO LIMA MARQUES;Diretora de Administração;;;5000,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844806000042016;23347.006177.2016-70;00004/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso I da Lei nº 8.666 de 21/06/1993.;;;Ocorrência de fatos imprevisíveis cuja reparação deve ser imediata, consoante com o disposto no art. 24, I, da Lei 8666/93;DIONNY ANTONIO HEREDIA;Coordenador de Materiais;;;14890,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844807000052016;23347.012476.2016-43;00005/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Caput da Lei nº 8.666 de 21/06/1993.;;;A contratação direta se torna obrigatória, haja vista a impossibilidade da realização de competição.;DIONNY ANTONIO HEREDIA;Coordenador de Materiais;;;325,17;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844806000052016;23347.014460.2016-75;00005/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Visando atender a necessidade de uso de Gás Liquefeito de Petróleo (GLP) na copa dos servidores.;DIONNY ANTONIO HEREDIA;Coordenador de Materiais;;;748,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2016_p1.json;2026-03-11 11:46:35;15844806000062016;23347.021488.2016-69;00006/2016;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso IV da Lei nº 8.666 de 21/06/1993.;;;Rescisão Unilateral Contrato nº 09/2015, 23347024858201610 e não finalização do pregão 02/2016, 23347010739201680.;ALESSANDRA DE MELO LIMA MARQUES;Diretora de Administração;HILDA RIBEIRO ROMERO;Diretora Geral;50100,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844807000012017;23347.012724.2017-37;00001/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Caput da Lei nº 8.666 de 21/06/1993.;;;Licenciamento (Seguro Obrigatório 2017) dos veículos oficiais do IFMS - Campus Aquidauana.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;209,46;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000012017;23347.010792.2017-61;00001/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Proteção elétrica de todo o campus encontra-se vulnerável.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;1680,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000022017;23347.014583.2017-97;00002/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Suprir uma demanda do interesse da Administração Pública.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;3110,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000082017;23347.010792.2017-61;00008/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;A proteção elétrica de todo o campus encontra-se vulnerável.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;3200,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000062017;010565271/2017-81;00006/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Justificativa constante no processo, apresentada pelo requisitante.;ALESSANDRA DE MELO LIMA MARQUES;Diretora Geral em Exercício;;;2900,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000072017;01056520066201729;00007/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Necessidade de garantir o abastecimento do sistema de água potável do campus.;ALESSANDRA DE MELO LIMA MARQUES;Diretora Geral em Exercício;;;3500,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000032017;23347.019364.2017-02;00003/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Necessidade de manutenção dos bebedouros.;HILDA RIBEIRO ROMERO;Diretora Geral;;;5290,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000042017;010565268/2017-11;00004/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Justificativa constante do processo, apresentada pelo requisitante.;ALESSANDRA DE MELO LIMA MARQUES;Diretora Geral em Exercício;;;6642,50;;;;;08/04/2024
LEGADO;dispensa_AQ_2017_p1.json;2026-03-11 11:46:36;15844806000092017;01056520250201722;00009/2017;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender as demandas necessárias para continuidade do Projeto FABLAB.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;3108,06;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844807000012018;01056520182201851;00001/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Caput da Lei nº 8.666 de 21/06/1993.;;;Licenciamento (Seguro Obrigatório 2018) dos veículos oficiais do IFMS - Campus Aquidauana.;HILDA RIBEIRO ROMERO;Ordenadora de Despesa;;;140,51;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000032018;23347.006372.2018-61;00003/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender às necessidades do campus, pois não estavam previstas competições desportivas.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;2700,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000052018;23347.006373.2018-14;00005/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender às necessidades do campus Aquidauana.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;840,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000042018;23347.006440.2018-92;00004/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Para atender às necessidades do IFMS.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;4100,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000012018;23347.005978.2018-80;00001/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Segurança das instalações do campus.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;6300,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000022018;23347.008689.2018-32;00002/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;ALESSANDRA DE MELO LIMA MARQUES;Diretora de Administração;;;4360,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000072018;23347.009142.2018-54;00007/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender às demandas da CEREL - AQ.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;380,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844807000022018;23347.006286.2018-59;00002/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Caput da Lei nº 8.666 de 21/06/1993.;;;Evitar a paralisação do fornecimento do referido serviço;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;ANA LUCIA CABRAL;Ordenadora de Despesas em Exercício;50000,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000092018;23347.012062.2018-86;00009/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender as necessidades de manutenção dos ares condicionados do campus.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;5050,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000062018;23347.008136.2018-80;00006/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Por serem itens específicos e de sua necessidade para o campus.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;5132,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000102018;23347.008136.2018-80;00010/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Por serem itens específicos e de suma necessidade para o campus.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;5132,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000082018;23347.011864.2018-79;00008/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Para que os cursos sejam realizados no campus.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;10732,77;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000112018;23347.011918.2018-04;00011/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Necessidade em atender ao projeto IF MAKER.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;17499,99;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000152018;23347.016279.2018-65;00015/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Pela especificidade dos materiais a serem adquiridos.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;4138,80;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000162018;23347.016379.2018-91;00016/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Pela especificidade dos materiais a serem adquiridos.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;5445,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000122018;23347.015050.2018-11;00012/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Urgência em atender à solicitação dos Bombeiros.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;720,80;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000172018;23347.016484.2018-21;00017/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Justifica-se pela necessidade em atender a demanda em tempo hábil.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;16754,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000132018;23347.015862.2018-59;00013/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Pela necessidade e especificidade dos materiais.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;9000,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000142018;23347.016189.2018-74;00014/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Pela especificidade do objeto a ser adquirido.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;17256,90;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000192018;23347.016846.2018-83;00019/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Justifica-se pela necessidade em atender às demandas de ensino.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;7740,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000212018;23347.017753.2018-76;00021/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Para atender as demandas do IF MAKER do campus Aquidauana.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;4673,90;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000202018;23347.017511.2018-82;00020/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Para atender as demandas do IF MAKER do campus Aquidauana.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;1800,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000232018;23347.018077.2018-58;00023/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender as demandas urgentes de manutenção dos ares condicionados do campus Aquidauana.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;1830,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844807000032018;23347.018039.2018-03;00003/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Inciso I da Lei nº 8.666 de 21/06/1993.;;;Por se tratar da única empresa que realiza a capacitação.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;ALESSANDRA DE MELO LIMA MARQUES;Gestora Financeira;9471,97;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000252018;23347.014208.2018-28;00025/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender as demandas do ensino;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;17493,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000222018;23347.017864.2018-82;00022/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Necessidade de segurança dos laboratórios do campus.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;14069,53;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000182018;23347.017364.2018-41;00018/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender as demandas do apoio didático e eventos do IFMS;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;6495,44;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000262018;23347.018257.2018-30;00026/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Atender as demandas de manutenção predial e também para aulas de edificações.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;4690,30;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000242018;23347.018084.2018-50;00024/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Urgência em proporcionar qualidade no ambiente de aulas práticas no galpão de edificações.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;12100,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2018_p1.json;2026-03-11 11:46:42;15844806000272018;23347.018314.2018-81;00027/2018;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Serviço específico e com valor enquadrado no decreto 9412.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;6479,05;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000012019;23347.001715.2019-82;00001/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Pela natureza e urgência do serviço.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;3460,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844807000012019;23347.001859.2019-39;00001/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Inciso I da Lei nº 8.666 de 21/06/1993.;;;Pois apenas uma empresa é responsável pelo recebimento de licenciamento.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;50,13;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844807000022019;23347.001859.2019-39;00002/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Inciso I da Lei nº 8.666 de 21/06/1993.;;;Existência de única empresa de seguro obrigatório de veículos;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;49,57;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000032019;23347.013325.2019;00003/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;O valor da presente contratação enquadra-se no art. 24, II.;HILDA RIBEIRO ROMERO;Ordenadora de Despesa;;;1300,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000042019;23347.004777.2019;00004/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;A presente contratação enquadra-se na hipótese de dispensa de licitação conforme art. 24, II, da lei 8.666.;HILDA RIBEIRO ROMERO;Ordenadora de Despesa;;;2600,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000052019;23347.012582.2019;00005/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso XXII da Lei nº 8.666 de 21/06/1993.;;;XXII - contratação de fornecimento ou suprimento de energia elétrica e gás natural com concessionário, permissionário.;MARCILIO MOTA DE DEUS SOUZA;Assistente em Administração;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;350000,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000062019;23347.011608.2019-62;00006/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 17º da Lei nº 12.512 de 14/10/2011.;;;Dispensa de procedimento licitatório com base no art. 17 da Lei nº 12.512/2011.;MARCILIO MOTA DE DEUS SOUZA;Coordenador de Materiais;ANA LUCIA CABRAL;Ordenadora de Despesas Substituta;65457,60;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000082019;23347.018612.2019-51;00008/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Enquadra-se na hipótese de dispensa do art.24,II, da lei 8.666/93, com valores atualizados pelo decreto nº 9412/2018;ANA LUCIA CABRAL;Ordenadora de Despesa Substituta;;;17581,86;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000102019;23347.019812.2019;00010/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;O valor da contratação se enquadra na hipótese de dispensa de licitação do Art. 24º, Inciso II da Lei nº 8.666/93.;HILDA RIBEIRO ROMERO;Odenadora de Despesa;;;390,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000022019;23347.019709.2019-81;00002/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Aquisição de produtos e/ou serviços com valor inferior a R$ 17.600,00;MARCILIO MOTA DE DEUS SOUZA;Coordenador de Materiais;;;;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000112019;23347.020830.2019-56;00011/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Aquisição de produtos e/ou serviços com valor inferior a R$ 17.600,00;MARCILIO MOTA DE DEUS SOUZA;Coordenador de Materiais;;;5716,66;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000092019;23347.019709.2019-81;00009/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Procedimento de Cotação Eletrônica 11/2019 foi cancelado pois todos os lances foram maiores que o estimado.;HILDA RIBEIRO ROMERO;Ordenadora de Despesas;;;7576,08;;;;;08/04/2024
LEGADO;dispensa_AQ_2019_p1.json;2026-03-11 11:46:49;15844806000122019;23347.022026.2019-10;00012/2019;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Particularidade da natureza do objeto.;APARECIDO AMORIM RAMOS;Ordenador de Despesas Substituto;;;3710,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2020_p1.json;2026-03-11 11:46:49;15844806000022020;23347.001016.2020-76;00002/2020;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Necessidade de reparo em condicionadores de ar do bloco de Ensino do IFMS Campus Aquidauana antes do início do ano letivo.;APARECIDO AMORIM RAMOS;Ordenador de Despesas Substituto;;;10500,00;;;;;08/04/2024
LEGADO;dispensa_AQ_2020_p1.json;2026-03-11 11:46:49;15844807000012020;23347.002112.2020-31;00001/2020;;158448;IFMS CAMPUS AQUIDAUANA;AQ;7;Inexigibilidade;Não;Art. 25º, Inciso I da Lei nº 8.666 de 21/06/1993.;;;Apenas uma empresa é responsável pelo recebimento do licenciamento;HILDA RIBEIRO ROMERO;Ordenadora de Despesa;;;16,73;;;;;08/04/2024
LEGADO;dispensa_AQ_2020_p1.json;2026-03-11 11:46:49;15844806000042020;23347.005401.2020-92;00004/2020;;158448;IFMS CAMPUS AQUIDAUANA;AQ;6;Dispensa;Não;Art. 24º, Inciso II da Lei nº 8.666 de 21/06/1993.;;;Para evitar danos às placas solares ou possíveis acidentes, causando prejuízos à Administração.;HILDA RIBEIRO ROMERO;Diretora Geral;;;992,00;;;;;08/04/2024
